estudiante_id,nombre,genero,programa_academico,edad,puntaje_saber11,promedio_acumulado,materias_reprobadas,departamento_origen,estrato_socioeconomico,tipo_colegio,ingreso_familiar,desertor
176,Estudiante 176,MASCULINO,PSICOLOGIA,34,261.0772206766128,4.26899553007034,0,ANTIOQUIA,2,NO OFICIAL,2484075.968676229,0
177,Estudiante 177,FEMENINO,DERECHO,28,283.59528840592395,3.9300792787937,0,SANTANDER,3,NO OFICIAL,1711704.4598423543,0
178,Estudiante 178,MASCULINO,MEDICINA,27,234.2299720237133,2.235942745160303,0,BOGOTA D.C.,4,OFICIAL,3715943.215999003,1
179,Estudiante 179,FEMENINO,DERECHO,21,322.1308349214636,3.7257930662187095,1,ATLANTICO,1,OFICIAL,1651830.802138865,0
180,Estudiante 180,MASCULINO,MEDICINA,19,376.59248193071664,3.686729538770894,0,BOGOTA D.C.,2,NO OFICIAL,500000.0,0
181,Estudiante 181,MASCULINO,DERECHO,34,217.9001600995592,3.5798641414783776,1,VALLE DEL CAUCA,1,OFICIAL,4499864.48305872,0
182,Estudiante 182,MASCULINO,PSICOLOGIA,31,265.7259342237884,3.4206541675259703,0,BOGOTA D.C.,1,OFICIAL,1257706.7864660071,0
183,Estudiante 183,FEMENINO,PSICOLOGIA,28,291.820112585268,2.5447138833234035,0,SANTANDER,1,OFICIAL,1421568.7317171027,1
184,Estudiante 184,FEMENINO,INGENIERIA DE SISTEMAS,19,307.80036406711,4.024506150342994,0,ANTIOQUIA,3,OFICIAL,1428194.408532926,0
185,Estudiante 185,MASCULINO,DERECHO,32,339.5629335645492,3.724261056856097,0,BOGOTA D.C.,1,OFICIAL,2589401.483461954,0
186,Estudiante 186,FEMENINO,ADMINISTRACION DE EMPRESAS,16,293.151000883905,4.161174018438454,0,ATLANTICO,3,OFICIAL,2088636.314190564,0
187,Estudiante 187,FEMENINO,INGENIERIA DE SISTEMAS,33,285.78185730994574,2.5767466854348484,1,CUNDINAMARCA,1,OFICIAL,3982106.669287208,1
188,Estudiante 188,FEMENINO,DERECHO,32,349.64088177313835,3.804280693727161,1,BOGOTA D.C.,4,OFICIAL,4967670.988765607,0
189,Estudiante 189,FEMENINO,DERECHO,30,329.78980051784873,3.3592043974720625,2,BOGOTA D.C.,3,NO OFICIAL,1481200.7823514491,0
190,Estudiante 190,MASCULINO,INGENIERIA DE SISTEMAS,26,324.2540089065494,3.5862728059553177,1,VALLE DEL CAUCA,5,OFICIAL,1092988.863952374,0
191,Estudiante 191,MASCULINO,PSICOLOGIA,28,305.06320702146513,3.366104219491465,1,ATLANTICO,4,NO OFICIAL,1717147.9379692446,0
192,Estudiante 192,FEMENINO,DERECHO,16,344.2418494913936,3.826164756488078,1,SANTANDER,4,OFICIAL,3158587.4369804547,0
193,Estudiante 193,FEMENINO,PSICOLOGIA,32,270.466077394638,3.4022761274050524,0,CUNDINAMARCA,4,NO OFICIAL,2325458.546856128,0
194,Estudiante 194,FEMENINO,INGENIERIA DE SISTEMAS,21,264.32875730162647,2.8688510449665863,0,ANTIOQUIA,3,NO OFICIAL,1749382.734685729,0
195,Estudiante 195,MASCULINO,PSICOLOGIA,19,333.5745444091196,3.5518552512717148,1,BOGOTA D.C.,1,NO OFICIAL,554484.2548503053,0
196,Estudiante 196,MASCULINO,MEDICINA,31,226.87338138388915,3.3714952777187,0,SANTANDER,2,NO OFICIAL,500000.0,0
197,Estudiante 197,FEMENINO,ADMINISTRACION DE EMPRESAS,30,304.1480779336419,3.44996382732267,0,CUNDINAMARCA,1,OFICIAL,992923.667197851,0
198,Estudiante 198,FEMENINO,DERECHO,30,285.75487414818696,1.587313114375914,0,ANTIOQUIA,3,OFICIAL,4396623.79277782,0
199,Estudiante 199,FEMENINO,ADMINISTRACION DE EMPRESAS,21,236.741037120617,3.9095816501412233,1,SANTANDER,2,OFICIAL,3153989.159596296,0
200,Estudiante 200,FEMENINO,PSICOLOGIA,30,258.0929589127681,3.311201829591932,0,ATLANTICO,4,OFICIAL,2212697.0158937,0
201,Estudiante 201,FEMENINO,DERECHO,29,295.09607584670925,2.6911078555890406,1,ATLANTICO,5,OFICIAL,3594680.194836084,0
202,Estudiante 202,MASCULINO,PSICOLOGIA,26,346.528346542456,4.053538110108885,0,CUNDINAMARCA,2,NO OFICIAL,568175.2673478713,0
203,Estudiante 203,MASCULINO,MEDICINA,22,270.6168903933985,3.8818194366517584,0,ANTIOQUIA,2,OFICIAL,2585125.077333433,0
204,Estudiante 204,FEMENINO,INGENIERIA DE SISTEMAS,24,354.6021629957247,3.3036078822350863,2,ATLANTICO,5,OFICIAL,500000.0,0
205,Estudiante 205,FEMENINO,DERECHO,31,302.84306524004325,2.808698372287989,0,CUNDINAMARCA,2,NO OFICIAL,3019028.539230224,1
206,Estudiante 206,MASCULINO,MEDICINA,20,358.9673115976487,3.606818440807624,0,ATLANTICO,3,OFICIAL,2889272.764068143,0
207,Estudiante 207,MASCULINO,MEDICINA,25,272.79787760489785,3.5738636507525654,0,ATLANTICO,1,OFICIAL,2924962.334782973,0
208,Estudiante 208,FEMENINO,DERECHO,33,297.8035685352584,4.054600569795069,0,SANTANDER,3,NO OFICIAL,4251427.119939739,0
209,Estudiante 209,MASCULINO,PSICOLOGIA,18,316.5817621501648,3.2337586910837057,1,SANTANDER,2,OFICIAL,3663992.194793666,0
210,Estudiante 210,MASCULINO,MEDICINA,28,291.92202917663195,4.216953280918998,1,ATLANTICO,4,OFICIAL,686629.5770091035,0
211,Estudiante 211,FEMENINO,ADMINISTRACION DE EMPRESAS,26,342.8860866215356,3.17584819799854,1,VALLE DEL CAUCA,2,NO OFICIAL,4274078.991821017,0
212,Estudiante 212,FEMENINO,MEDICINA,32,200.659632361938,2.692500929274547,0,SANTANDER,1,NO OFICIAL,2185822.0775220045,1
213,Estudiante 213,FEMENINO,PSICOLOGIA,28,409.0082492455473,2.820630346713632,0,ANTIOQUIA,1,NO OFICIAL,500000.0,1
214,Estudiante 214,MASCULINO,PSICOLOGIA,21,338.5998573147823,3.4625530765186308,0,CUNDINAMARCA,2,OFICIAL,2336866.562638293,0
215,Estudiante 215,FEMENINO,ADMINISTRACION DE EMPRESAS,32,292.19106769342426,3.4606912945647608,2,CUNDINAMARCA,5,NO OFICIAL,3470693.6352135176,0
216,Estudiante 216,MASCULINO,MEDICINA,28,275.1455246890195,3.6967166844504655,0,ANTIOQUIA,3,OFICIAL,979222.1545810716,0
217,Estudiante 217,MASCULINO,PSICOLOGIA,34,261.01107248481503,3.445775581328935,0,ANTIOQUIA,2,OFICIAL,4499287.365560783,0
218,Estudiante 218,FEMENINO,DERECHO,34,329.05269633763817,4.086391109638598,1,ANTIOQUIA,2,OFICIAL,1115025.1612717558,0
219,Estudiante 219,FEMENINO,INGENIERIA DE SISTEMAS,25,344.7741750956559,3.3433435409224543,0,ANTIOQUIA,2,OFICIAL,1778362.0636965688,0
220,Estudiante 220,FEMENINO,INGENIERIA DE SISTEMAS,18,292.68632423415454,2.3022342410771506,0,BOGOTA D.C.,3,OFICIAL,1502893.6963883962,0
221,Estudiante 221,FEMENINO,INGENIERIA DE SISTEMAS,29,349.8145685840326,3.427341986920524,0,CUNDINAMARCA,3,OFICIAL,500000.0,0
222,Estudiante 222,FEMENINO,MEDICINA,34,259.1732978957495,2.295932787340111,1,BOGOTA D.C.,2,OFICIAL,1010299.5659194528,1
223,Estudiante 223,MASCULINO,ADMINISTRACION DE EMPRESAS,20,251.2285117505924,3.662834588598619,1,ATLANTICO,3,OFICIAL,1432211.043241345,0
224,Estudiante 224,MASCULINO,PSICOLOGIA,20,381.6003542360497,4.13431579939095,0,ATLANTICO,3,NO OFICIAL,2304841.6992304246,0
225,Estudiante 225,MASCULINO,DERECHO,32,326.59988760923443,2.9082653082304883,2,CUNDINAMARCA,5,OFICIAL,500000.0,1
226,Estudiante 226,MASCULINO,DERECHO,25,362.8581690815997,4.351134011835111,0,ATLANTICO,4,OFICIAL,3574829.5350397425,0
227,Estudiante 227,FEMENINO,MEDICINA,20,261.5727131225538,4.005698746837059,0,ANTIOQUIA,3,OFICIAL,3560010.552165507,0
228,Estudiante 228,MASCULINO,INGENIERIA DE SISTEMAS,19,258.4413573704072,4.223888093249033,1,BOGOTA D.C.,3,OFICIAL,4272191.868384066,0
229,Estudiante 229,FEMENINO,MEDICINA,21,283.8625806244106,3.613738313860779,0,ANTIOQUIA,2,OFICIAL,500000.0,0
230,Estudiante 230,FEMENINO,ADMINISTRACION DE EMPRESAS,19,262.91735213074446,2.904340894548908,4,ATLANTICO,3,OFICIAL,2060752.8702522465,1
231,Estudiante 231,FEMENINO,ADMINISTRACION DE EMPRESAS,22,331.7414344602803,3.968489256688483,0,SANTANDER,2,OFICIAL,3912153.430224338,0
232,Estudiante 232,FEMENINO,PSICOLOGIA,22,266.19932743831,3.125239455938996,0,BOGOTA D.C.,2,NO OFICIAL,4041243.726591814,0
233,Estudiante 233,FEMENINO,PSICOLOGIA,33,247.27485638697192,3.5707307036620133,0,ANTIOQUIA,2,OFICIAL,4718396.407378833,0
234,Estudiante 234,FEMENINO,ADMINISTRACION DE EMPRESAS,18,306.39069355148547,3.397189404317829,0,CUNDINAMARCA,3,OFICIAL,2654072.4618583154,0
235,Estudiante 235,MASCULINO,ADMINISTRACION DE EMPRESAS,16,241.95062208786536,4.174817514078137,0,ANTIOQUIA,1,OFICIAL,2416039.21308722,0
236,Estudiante 236,FEMENINO,ADMINISTRACION DE EMPRESAS,19,219.0241230836075,3.938196203553997,0,SANTANDER,2,OFICIAL,500000.0,1
237,Estudiante 237,MASCULINO,MEDICINA,21,305.9965755237575,3.451660521012577,0,ATLANTICO,2,OFICIAL,4097314.291340965,0
238,Estudiante 238,MASCULINO,ADMINISTRACION DE EMPRESAS,24,221.2850980645405,2.329035683875908,0,BOGOTA D.C.,1,OFICIAL,1809528.6375009287,1
239,Estudiante 239,FEMENINO,DERECHO,29,334.88757283329403,3.1188635200824795,0,CUNDINAMARCA,1,OFICIAL,2550911.466153595,0
240,Estudiante 240,MASCULINO,INGENIERIA DE SISTEMAS,27,237.20998231862416,3.92253337369065,0,BOGOTA D.C.,3,NO OFICIAL,2450755.859134034,0
241,Estudiante 241,FEMENINO,ADMINISTRACION DE EMPRESAS,19,199.16967961111132,3.668066156627951,0,CUNDINAMARCA,3,NO OFICIAL,500000.0,0
242,Estudiante 242,FEMENINO,INGENIERIA DE SISTEMAS,27,286.7791507436643,2.598066839352283,1,BOGOTA D.C.,2,OFICIAL,1282816.413944925,1
243,Estudiante 243,FEMENINO,MEDICINA,25,306.5067526483418,2.416047216518667,0,ATLANTICO,4,NO OFICIAL,3180822.0550547703,1
244,Estudiante 244,MASCULINO,INGENIERIA DE SISTEMAS,22,322.1163778656873,3.617305490094474,1,CUNDINAMARCA,3,OFICIAL,2427121.2958282246,0
245,Estudiante 245,MASCULINO,MEDICINA,18,307.7407064557134,2.8657656993705345,0,VALLE DEL CAUCA,2,NO OFICIAL,3192734.463754615,1
246,Estudiante 246,FEMENINO,DERECHO,29,252.3309320497016,2.9235221234974538,0,BOGOTA D.C.,3,OFICIAL,3675770.4104670766,0
247,Estudiante 247,MASCULINO,MEDICINA,25,332.0877531416972,3.903564637269593,0,BOGOTA D.C.,5,OFICIAL,1265139.1290362787,0
248,Estudiante 248,FEMENINO,MEDICINA,31,343.2062327915886,4.221343268249404,1,ANTIOQUIA,2,NO OFICIAL,1727274.579031292,0
249,Estudiante 249,FEMENINO,PSICOLOGIA,31,245.7407042195008,3.049578783778221,1,CUNDINAMARCA,1,NO OFICIAL,2288219.3116618,0
250,Estudiante 250,FEMENINO,ADMINISTRACION DE EMPRESAS,25,291.85472376031737,3.473143815432696,0,SANTANDER,4,NO OFICIAL,3660248.431816235,0
251,Estudiante 251,MASCULINO,ADMINISTRACION DE EMPRESAS,28,287.6501987800941,3.455452000409384,0,VALLE DEL CAUCA,3,OFICIAL,2148852.94268956,0
252,Estudiante 252,MASCULINO,DERECHO,21,309.9171712254615,3.40147753718209,0,ATLANTICO,1,NO OFICIAL,500000.0,0
253,Estudiante 253,FEMENINO,DERECHO,27,290.7784293701651,3.524359085693779,0,ANTIOQUIA,2,NO OFICIAL,2202725.692982399,0
254,Estudiante 254,MASCULINO,ADMINISTRACION DE EMPRESAS,24,296.94550025671606,3.9538993567040936,0,VALLE DEL CAUCA,2,OFICIAL,3599905.6764530567,0
255,Estudiante 255,MASCULINO,PSICOLOGIA,28,328.8816988608761,3.095645391962243,0,CUNDINAMARCA,4,OFICIAL,4535529.134227446,0
256,Estudiante 256,FEMENINO,ADMINISTRACION DE EMPRESAS,19,249.87661051794905,2.58483347929036,1,VALLE DEL CAUCA,2,OFICIAL,2920863.88627716,1
257,Estudiante 257,FEMENINO,PSICOLOGIA,26,333.18179108673706,4.514005960162256,1,BOGOTA D.C.,2,NO OFICIAL,500000.0,0
258,Estudiante 258,FEMENINO,DERECHO,33,351.3509729189063,4.15365315469403,0,BOGOTA D.C.,3,OFICIAL,1890443.8812774045,0
259,Estudiante 259,FEMENINO,INGENIERIA DE SISTEMAS,26,373.5360747069991,2.837817277250361,0,ANTIOQUIA,2,OFICIAL,3212585.721533804,0
260,Estudiante 260,MASCULINO,DERECHO,19,203.54847041381885,3.581379205265572,0,CUNDINAMARCA,1,OFICIAL,3799322.1372359055,0
261,Estudiante 261,FEMENINO,DERECHO,33,291.7694254298152,4.106421298751666,1,CUNDINAMARCA,2,OFICIAL,3260607.380834717,0
262,Estudiante 262,FEMENINO,MEDICINA,16,211.5704741540885,3.949426366715624,1,VALLE DEL CAUCA,3,OFICIAL,2122588.692927712,0
263,Estudiante 263,MASCULINO,MEDICINA,22,190.4221339602229,3.777207985957571,1,ANTIOQUIA,1,OFICIAL,3787773.144663401,0
264,Estudiante 264,FEMENINO,MEDICINA,21,306.4841871423365,3.397863865044954,1,CUNDINAMARCA,3,NO OFICIAL,1539152.361107401,0
265,Estudiante 265,FEMENINO,MEDICINA,30,282.03816932173373,4.536382355037175,0,SANTANDER,2,OFICIAL,2776973.6093112067,0
266,Estudiante 266,FEMENINO,PSICOLOGIA,33,313.4932928296836,3.632515323475676,0,SANTANDER,2,NO OFICIAL,3624681.117860102,0
267,Estudiante 267,FEMENINO,ADMINISTRACION DE EMPRESAS,26,321.8757460539292,3.191024444407586,0,BOGOTA D.C.,2,OFICIAL,3364953.7105053496,0
268,Estudiante 268,FEMENINO,INGENIERIA DE SISTEMAS,30,356.1553181148564,4.022645437307357,1,VALLE DEL CAUCA,2,OFICIAL,3398642.45533791,0
269,Estudiante 269,MASCULINO,DERECHO,31,302.4264191387601,3.5576351851708523,0,ATLANTICO,3,OFICIAL,3360872.4904302573,0
270,Estudiante 270,MASCULINO,PSICOLOGIA,22,431.55100277935895,3.709878636352173,0,BOGOTA D.C.,2,OFICIAL,926959.1840610544,0
271,Estudiante 271,FEMENINO,INGENIERIA DE SISTEMAS,25,313.7884434743346,3.6218895209547246,0,ANTIOQUIA,3,OFICIAL,2526336.324894737,0
272,Estudiante 272,FEMENINO,PSICOLOGIA,27,382.9115570055245,3.798065344260146,0,CUNDINAMARCA,1,NO OFICIAL,1136131.812336912,0
273,Estudiante 273,FEMENINO,PSICOLOGIA,29,195.0222989764088,2.912926247960476,1,BOGOTA D.C.,5,OFICIAL,2065788.9154705007,0
274,Estudiante 274,FEMENINO,DERECHO,20,360.7382788297781,2.629336167697995,1,ATLANTICO,3,OFICIAL,746740.1049937112,1
275,Estudiante 275,FEMENINO,ADMINISTRACION DE EMPRESAS,33,291.86577795919976,4.360479633940151,0,ATLANTICO,3,OFICIAL,3017450.0595279317,0
276,Estudiante 276,FEMENINO,MEDICINA,20,212.3243733257728,3.649750737073501,1,SANTANDER,2,OFICIAL,500000.0,0
277,Estudiante 277,FEMENINO,ADMINISTRACION DE EMPRESAS,18,318.9245299152654,3.9625083664451473,0,ANTIOQUIA,2,NO OFICIAL,3425921.7889126977,0
278,Estudiante 278,FEMENINO,DERECHO,20,286.36700079070573,2.444144467893424,1,BOGOTA D.C.,1,OFICIAL,2523021.681728547,1
279,Estudiante 279,FEMENINO,DERECHO,32,326.1023961801664,4.140009865228702,0,VALLE DEL CAUCA,4,OFICIAL,5353239.466116302,0
280,Estudiante 280,FEMENINO,DERECHO,34,345.4984405897985,3.18710861278654,1,BOGOTA D.C.,2,OFICIAL,2193099.771968182,0
281,Estudiante 281,FEMENINO,INGENIERIA DE SISTEMAS,34,232.9882447457282,3.0162690999145734,0,SANTANDER,3,OFICIAL,2192654.954207027,0
282,Estudiante 282,MASCULINO,ADMINISTRACION DE EMPRESAS,27,345.6713542104821,3.461976099420808,2,ATLANTICO,3,OFICIAL,3523798.4237941112,0
283,Estudiante 283,MASCULINO,ADMINISTRACION DE EMPRESAS,24,300.29157678993226,2.913211873674485,0,ANTIOQUIA,2,OFICIAL,2280260.928132339,0
284,Estudiante 284,MASCULINO,PSICOLOGIA,16,360.87785286119725,3.498960981064636,0,ANTIOQUIA,3,OFICIAL,2912249.210949884,0
285,Estudiante 285,FEMENINO,PSICOLOGIA,33,290.768329695096,3.418196991791308,2,VALLE DEL CAUCA,3,OFICIAL,3991600.0631328714,0
286,Estudiante 286,MASCULINO,PSICOLOGIA,19,278.83159983608607,4.1362375431403295,0,ANTIOQUIA,3,OFICIAL,2098727.74353868,0
287,Estudiante 287,MASCULINO,DERECHO,25,301.21743183100284,4.408006701283682,0,SANTANDER,2,NO OFICIAL,4292890.253547201,0
288,Estudiante 288,FEMENINO,ADMINISTRACION DE EMPRESAS,22,304.58373178709337,4.38890947570495,1,SANTANDER,2,OFICIAL,500000.0,0
289,Estudiante 289,MASCULINO,DERECHO,16,270.1746839328719,2.1412910123623305,2,SANTANDER,1,NO OFICIAL,4905219.814532237,1
290,Estudiante 290,FEMENINO,INGENIERIA DE SISTEMAS,32,277.66628710701224,2.938899902094029,0,ANTIOQUIA,3,NO OFICIAL,500000.0,1
291,Estudiante 291,MASCULINO,PSICOLOGIA,17,244.7906009468795,2.1350679417065828,0,ANTIOQUIA,3,OFICIAL,4528280.967546279,0
292,Estudiante 292,MASCULINO,DERECHO,26,280.44097095944124,2.7838746353389814,0,SANTANDER,2,OFICIAL,500000.0,1
293,Estudiante 293,FEMENINO,DERECHO,24,330.43395269989105,3.110289073457701,0,ANTIOQUIA,4,OFICIAL,5470876.177614682,0
294,Estudiante 294,MASCULINO,INGENIERIA DE SISTEMAS,22,293.8190621742235,3.7463369691361663,0,ANTIOQUIA,1,NO OFICIAL,2741314.3203698364,0
295,Estudiante 295,MASCULINO,MEDICINA,32,345.4079383221298,3.188040059304476,1,ATLANTICO,4,OFICIAL,1082673.6511242231,0
296,Estudiante 296,FEMENINO,ADMINISTRACION DE EMPRESAS,32,291.6556739556117,3.2047579574308127,0,BOGOTA D.C.,6,OFICIAL,5297679.65028271,0
297,Estudiante 297,FEMENINO,MEDICINA,17,235.5816901024509,3.609058809919858,0,CUNDINAMARCA,4,OFICIAL,866694.8914110368,0
298,Estudiante 298,MASCULINO,PSICOLOGIA,21,326.8773699400462,2.4744142128753133,0,ANTIOQUIA,3,NO OFICIAL,2158969.18077018,0
299,Estudiante 299,FEMENINO,DERECHO,29,269.6869586534969,2.9968441082216817,1,CUNDINAMARCA,2,OFICIAL,6407068.436469035,1
300,Estudiante 300,MASCULINO,INGENIERIA DE SISTEMAS,21,289.49847200564096,3.1978660245095765,0,CUNDINAMARCA,1,OFICIAL,3093307.231766364,0
301,Estudiante 301,MASCULINO,INGENIERIA DE SISTEMAS,17,355.6907421367853,3.3785588068211934,0,ATLANTICO,3,OFICIAL,500000.0,0
302,Estudiante 302,FEMENINO,ADMINISTRACION DE EMPRESAS,16,247.76082931253188,3.546172394135327,0,ANTIOQUIA,2,OFICIAL,2090061.6739405205,0
303,Estudiante 303,FEMENINO,MEDICINA,25,307.4134704358973,4.400389873839825,0,SANTANDER,1,OFICIAL,1957360.806236412,0
304,Estudiante 304,FEMENINO,ADMINISTRACION DE EMPRESAS,20,298.17667424838936,4.045001696648657,0,CUNDINAMARCA,3,NO OFICIAL,2782775.314846255,0
305,Estudiante 305,FEMENINO,DERECHO,17,331.54165719466965,3.0384139853048397,2,ANTIOQUIA,2,NO OFICIAL,2433335.5422080653,0
306,Estudiante 306,FEMENINO,ADMINISTRACION DE EMPRESAS,31,338.48190144669104,3.343202564329119,2,VALLE DEL CAUCA,4,NO OFICIAL,3318775.74675039,0
307,Estudiante 307,FEMENINO,INGENIERIA DE SISTEMAS,17,311.87275519120016,3.3023365177447257,0,SANTANDER,3,OFICIAL,500000.0,0
308,Estudiante 308,MASCULINO,INGENIERIA DE SISTEMAS,25,283.783140903882,3.191508490087554,1,VALLE DEL CAUCA,3,OFICIAL,1678145.439721745,0
309,Estudiante 309,FEMENINO,PSICOLOGIA,17,321.3017626811682,3.663509495492546,2,VALLE DEL CAUCA,3,OFICIAL,2967765.448047851,0
310,Estudiante 310,MASCULINO,PSICOLOGIA,31,360.1045153715053,2.384132268217455,2,CUNDINAMARCA,4,OFICIAL,1356787.2888451351,1
311,Estudiante 311,MASCULINO,DERECHO,31,298.7719527162135,4.02842863280389,0,VALLE DEL CAUCA,3,OFICIAL,4143915.37518692,0
312,Estudiante 312,MASCULINO,MEDICINA,34,287.9734748509638,4.516130474429213,0,ATLANTICO,3,OFICIAL,1386794.7361978577,0
313,Estudiante 313,MASCULINO,ADMINISTRACION DE EMPRESAS,22,317.46766159505955,3.33809567559691,0,ATLANTICO,2,OFICIAL,2714993.634004988,0
314,Estudiante 314,FEMENINO,DERECHO,27,301.7427159166325,3.326381344929303,1,CUNDINAMARCA,4,OFICIAL,2342564.5523361648,0
315,Estudiante 315,FEMENINO,PSICOLOGIA,30,239.80307592369903,3.594226548325203,0,ANTIOQUIA,3,OFICIAL,977978.6896490152,0
316,Estudiante 316,FEMENINO,ADMINISTRACION DE EMPRESAS,23,310.7698860178867,4.111631586176126,0,BOGOTA D.C.,2,NO OFICIAL,2590736.4928173632,0
317,Estudiante 317,MASCULINO,PSICOLOGIA,21,239.39569160563065,3.3054237699096545,3,ANTIOQUIA,1,OFICIAL,532101.7676738815,1
318,Estudiante 318,MASCULINO,ADMINISTRACION DE EMPRESAS,25,316.85162908838004,4.0603670996610415,2,ANTIOQUIA,3,NO OFICIAL,1834583.1598380967,0
319,Estudiante 319,MASCULINO,MEDICINA,18,264.1285774017045,3.7930968034719457,0,ANTIOQUIA,1,NO OFICIAL,2545411.2317429576,0
320,Estudiante 320,MASCULINO,DERECHO,34,301.65936618838555,4.916966866402814,0,ANTIOQUIA,4,OFICIAL,500000.0,0
321,Estudiante 321,FEMENINO,ADMINISTRACION DE EMPRESAS,32,317.5767257789656,3.3028027909026223,1,SANTANDER,5,OFICIAL,3435252.4613807835,0
322,Estudiante 322,FEMENINO,INGENIERIA DE SISTEMAS,22,410.4256505674607,2.3143997313675,0,BOGOTA D.C.,1,OFICIAL,2890562.0027641915,1
323,Estudiante 323,FEMENINO,INGENIERIA DE SISTEMAS,19,333.4237482804116,2.640236527588692,1,SANTANDER,3,NO OFICIAL,3298001.1644330868,0
324,Estudiante 324,MASCULINO,ADMINISTRACION DE EMPRESAS,29,361.41594643840506,3.507156942440094,0,VALLE DEL CAUCA,1,OFICIAL,2503703.61421008,0
325,Estudiante 325,FEMENINO,ADMINISTRACION DE EMPRESAS,30,384.2286518412266,4.116729256412451,1,ANTIOQUIA,3,NO OFICIAL,773974.6280623361,0
326,Estudiante 326,FEMENINO,ADMINISTRACION DE EMPRESAS,23,322.016516264975,3.108494515747566,1,ATLANTICO,2,OFICIAL,2499890.722131286,0
327,Estudiante 327,FEMENINO,INGENIERIA DE SISTEMAS,30,312.856041012024,3.361440530074802,0,CUNDINAMARCA,3,NO OFICIAL,3434645.6254741363,0
328,Estudiante 328,FEMENINO,INGENIERIA DE SISTEMAS,29,251.9975501028203,3.910905642398945,1,CUNDINAMARCA,2,NO OFICIAL,714536.8158006024,0
329,Estudiante 329,MASCULINO,ADMINISTRACION DE EMPRESAS,24,294.75165304198225,2.9208604394729254,0,SANTANDER,1,OFICIAL,833760.9751180824,1
330,Estudiante 330,MASCULINO,PSICOLOGIA,23,267.4610521663862,3.133238360483109,1,SANTANDER,2,OFICIAL,2130873.421073336,0
331,Estudiante 331,MASCULINO,PSICOLOGIA,32,281.9523517444026,2.799363987433844,2,ATLANTICO,1,OFICIAL,1943005.69745151,1
332,Estudiante 332,FEMENINO,MEDICINA,17,384.1798519286611,4.206936855729537,0,ANTIOQUIA,2,OFICIAL,2475754.2480718507,0
333,Estudiante 333,MASCULINO,DERECHO,18,305.1579679139995,4.425003687077821,1,BOGOTA D.C.,1,OFICIAL,2062453.0814440795,0
334,Estudiante 334,MASCULINO,PSICOLOGIA,23,260.5845190027751,2.552351006304164,0,VALLE DEL CAUCA,2,NO OFICIAL,2739999.3186957813,0
335,Estudiante 335,MASCULINO,INGENIERIA DE SISTEMAS,27,361.8540054611087,3.414688700607066,0,CUNDINAMARCA,4,OFICIAL,4332727.029174036,0
336,Estudiante 336,MASCULINO,PSICOLOGIA,16,342.9873964306852,4.344355385038967,0,VALLE DEL CAUCA,3,NO OFICIAL,3307582.582896036,0
337,Estudiante 337,FEMENINO,MEDICINA,25,345.34440716701783,3.7392171101733434,0,BOGOTA D.C.,4,NO OFICIAL,2584227.4815046256,0
338,Estudiante 338,FEMENINO,MEDICINA,18,209.72414086039225,3.206456460200543,1,SANTANDER,4,OFICIAL,839932.6795813416,0
339,Estudiante 339,MASCULINO,DERECHO,21,387.6901930974669,2.5723027282334607,0,CUNDINAMARCA,1,NO OFICIAL,1417020.1183366908,1
340,Estudiante 340,MASCULINO,PSICOLOGIA,22,274.86683660577506,4.191766731093718,2,VALLE DEL CAUCA,1,OFICIAL,3762601.268570268,1
341,Estudiante 341,FEMENINO,INGENIERIA DE SISTEMAS,33,335.007964775674,3.7163091289666985,0,SANTANDER,2,NO OFICIAL,1797271.9092125243,0
342,Estudiante 342,MASCULINO,INGENIERIA DE SISTEMAS,26,413.57099057776645,2.6162081673549467,1,BOGOTA D.C.,4,OFICIAL,1048371.807259431,0
343,Estudiante 343,MASCULINO,ADMINISTRACION DE EMPRESAS,34,396.9899736685778,4.213934632324994,2,VALLE DEL CAUCA,5,OFICIAL,5647049.678168191,0
344,Estudiante 344,MASCULINO,INGENIERIA DE SISTEMAS,20,256.0097043537291,2.539757862945278,0,ANTIOQUIA,1,OFICIAL,4786689.060890014,1
345,Estudiante 345,MASCULINO,DERECHO,34,234.9967198348977,3.367708307499553,1,SANTANDER,2,OFICIAL,2313319.8713007174,0
346,Estudiante 346,FEMENINO,DERECHO,26,364.3655969481568,3.3412311779767223,1,BOGOTA D.C.,1,OFICIAL,876003.2476468913,0
347,Estudiante 347,FEMENINO,INGENIERIA DE SISTEMAS,27,306.39251152173,4.471028797308701,0,VALLE DEL CAUCA,3,OFICIAL,3585038.270909421,0
348,Estudiante 348,MASCULINO,INGENIERIA DE SISTEMAS,25,277.4603351414064,3.3433722848719083,0,ANTIOQUIA,3,OFICIAL,1764898.0025063138,0
349,Estudiante 349,MASCULINO,ADMINISTRACION DE EMPRESAS,23,327.9548346122571,3.341214388219565,0,ANTIOQUIA,1,NO OFICIAL,3832799.144218072,0
350,Estudiante 350,FEMENINO,INGENIERIA DE SISTEMAS,24,292.67041901432515,2.682152993061384,0,BOGOTA D.C.,2,OFICIAL,1766419.8838560595,1
351,Estudiante 351,FEMENINO,ADMINISTRACION DE EMPRESAS,19,331.55958616719346,3.1157613925648366,0,ATLANTICO,3,OFICIAL,4968093.351842884,0
